"genus","species","stateProvince","decimalLatitude","decimalLongitude","eventDate"
"Corvus","Corvus brachyrhynchos","Massachusetts","41.817627","-70.90792",2019-01-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.636333","-71.054504",2020-01-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-03-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.557312","-71.02833",2022-10-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.6836","-70.919525",2017-11-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513012","-71.01957",2015-04-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.830276","-71.11486",2014-04-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-11-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59689","-70.85543",2017-12-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-01-22
"Corvus","Corvus ossifragus","Massachusetts","41.737503","-70.84186",2020-02-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2020-06-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87792","-70.75881",2017-07-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.646713","-70.87489",2022-08-20
"Corvus","Corvus ossifragus","Massachusetts","41.769653","-71.125145",2021-12-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.522446","-71.03124",2021-02-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2022-09-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.85702","-70.73439",2022-11-01
"Corvus","Corvus ossifragus","Massachusetts","41.840034","-70.72157",2020-02-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2021-04-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.661648","-70.77249",2022-12-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.7595","-70.71432",2015-04-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2022-01-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.667767","-70.76281",2019-12-15
"Corvus","Corvus corax","Massachusetts","41.929054","-70.817696",2020-06-15
"Corvus","Corvus corax","Massachusetts","41.769653","-71.125145",2021-12-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2022-12-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.720417","-70.75801",2022-05-22
"Corvus","Corvus corax","Massachusetts","41.969433","-70.75688",2022-10-12
"Corvus","Corvus ossifragus","Massachusetts","41.68759","-70.908936",2019-04-14
"Corvus","Corvus corax","Massachusetts","41.70358","-70.763",2019-12-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2014-02-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2017-04-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.835037","-71.10748",2018-02-04
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2020-09-13
"Corvus","Corvus ossifragus","Massachusetts","41.910645","-70.72947",2015-06-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2017-05-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.77781","-71.04156",2019-06-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.793987","-71.030655",2020-06-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.69493","-70.78045",2022-03-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2021-05-30
"Corvus","Corvus ossifragus","Massachusetts","41.974026","-70.782906",2022-05-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2017-08-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2015-06-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.742683","-70.75402",2019-09-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2021-04-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.950687","-70.799126",2020-12-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.50707","-71.02362",2017-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594486","-70.967",2021-05-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.5501","-71.12561",2022-02-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2021-06-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.58491","-70.828835",2021-04-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2018-01-11
"Corvus","Corvus corax","Massachusetts","41.793987","-71.030655",2022-12-22
"Corvus","Corvus corax","Massachusetts","41.66787","-71.02459",2021-12-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.53869","-70.966835",2020-10-06
"Corvus","Corvus ossifragus","Massachusetts","41.642933","-70.84808",2021-05-18
"Corvus","Corvus ossifragus","Massachusetts","41.969433","-70.75688",2022-05-09
"Corvus","Corvus ossifragus","Massachusetts","41.929054","-70.817696",2019-01-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2017-08-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-05-16
"Corvus","Corvus corax","Massachusetts","41.676735","-70.90828",2020-07-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.811756","-71.10631",2021-12-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2016-12-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2021-07-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2015-06-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.523605","-71.01936",2021-07-10
"Corvus","Corvus corax","Massachusetts","41.642933","-70.84808",2022-11-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.511406","-70.98477",2015-05-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.816586","-70.89499",2021-01-03
"Corvus","Corvus ossifragus","Massachusetts","41.6841","-70.919945",2021-04-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.768288","-70.900536",2021-07-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-07-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.8254","-70.9041",2018-12-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-05-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2020-10-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2022-02-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-03-22
"Corvus","Corvus corax","Massachusetts","41.94617","-70.738396",2022-02-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2019-04-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52205","-71.00971",2022-11-19
"Corvus","Corvus ossifragus","Massachusetts","41.642094","-71.008804",2021-01-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-03-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2019-03-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2020-05-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.773018","-70.9856",2020-05-19
"Corvus","Corvus corax","Massachusetts","41.57222","-71.033875",2018-01-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.604195","-71.11547",2020-03-26
"Corvus","Corvus ossifragus","Massachusetts","41.865612","-70.774796",2017-03-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.629265","-70.82343",2022-12-17
"Corvus","Corvus ossifragus","Massachusetts","41.678238","-70.91622",2022-03-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2020-11-09
"Corvus","Corvus corax","Massachusetts","41.793987","-71.030655",2021-10-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.942238","-70.73812",2019-07-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-09-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59098","-70.97773",2022-10-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-03-24
"Corvus","Corvus corax","Massachusetts","41.85064","-70.74972",2020-09-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.83478","-71.110146",2018-02-03
"Corvus","Corvus ossifragus","Massachusetts","41.910645","-70.72947",2018-05-20
"Corvus","Corvus ossifragus","Massachusetts","41.63473","-70.89272",2017-06-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.523605","-71.01936",2022-02-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.793987","-71.030655",2021-06-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.96316","-70.893745",2018-03-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.506134","-71.05545",2022-11-02
"Corvus","Corvus corax","Massachusetts","41.793987","-71.030655",2022-10-31
"Corvus","Corvus ossifragus","Massachusetts","41.64505","-70.768715",2014-10-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2021-03-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2017-05-08
"Corvus","Corvus ossifragus","Massachusetts","41.6826","-70.90535",2022-01-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65781","-70.81936",2016-07-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.94632","-70.890656",2019-01-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2018-12-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65781","-70.81936",2016-10-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-09-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2021-02-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2015-02-01
"Corvus","Corvus ossifragus","Massachusetts","41.63473","-70.89272",2018-05-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2014-05-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.70358","-70.763",2020-03-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.64112","-70.84729",2022-03-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2017-02-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.507072","-71.08873",2015-04-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2016-09-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65252","-70.90964",2021-01-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65781","-70.81936",2016-12-17
"Corvus","Corvus corax","Massachusetts","41.929054","-70.817696",2022-03-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.51298","-71.022575",2017-06-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2020-04-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.865612","-70.774796",2018-12-14
"Corvus","Corvus corax","Massachusetts","41.87448","-70.76793",2018-04-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2017-10-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633488","-70.86906",2014-11-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2015-12-18
"Corvus","Corvus ossifragus","Massachusetts","41.865612","-70.774796",2021-11-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.6841","-70.919945",2017-10-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.951015","-70.798874",2018-08-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.772606","-71.12056",2021-12-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2022-01-08
"Corvus","Corvus corax","Massachusetts","41.945","-70.879",2016-09-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.652603","-70.91233",2022-12-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2020-05-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2022-04-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.677746","-70.7166",2018-07-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2022-07-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2016-05-18
"Corvus","Corvus ossifragus","Massachusetts","41.590515","-70.978035",2018-04-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.811756","-71.10631",2021-12-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.968155","-71.033714",2016-06-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2016-12-06
"Corvus","Corvus ossifragus","Massachusetts","41.769653","-71.125145",2021-12-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.67184","-70.911",2022-12-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.57222","-71.033875",2017-03-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2022-12-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.6862","-71.095345",2019-08-16
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2018-11-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.77808","-70.76342",2017-09-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-06-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-01-26
"Corvus","Corvus ossifragus","Massachusetts","41.580505","-71.079285",2021-09-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.864662","-70.967514",2020-12-03
"Corvus","Corvus corax","Massachusetts","41.633488","-70.86906",2022-12-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.96316","-70.893745",2017-02-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.64112","-70.84729",2020-05-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633118","-70.88542",2021-09-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.635975","-70.83718",2016-01-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.68655","-71.09761",2022-03-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.720417","-70.75801",2022-10-22
"Corvus","Corvus corax","Massachusetts","41.830276","-71.11486",2020-11-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2015-09-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2020-10-27
"Corvus","Corvus ossifragus","Massachusetts","41.65262","-70.91233",2017-01-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2021-06-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.69519","-70.79005",2021-03-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65781","-70.81936",2017-08-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65611","-70.81271",2018-07-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2014-04-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59492","-70.84338",2018-11-18
"Corvus","Corvus corax","Massachusetts","41.8835","-70.97919",2021-04-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.55251","-70.93796",2022-09-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2020-03-20
"Corvus","Corvus ossifragus","Massachusetts","41.910645","-70.72947",2021-05-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2015-10-10
"Corvus","Corvus ossifragus","Massachusetts","41.815422","-71.12596",2019-02-16
"Corvus","Corvus corax","Massachusetts","41.68655","-71.09761",2022-08-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2014-09-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.623783","-70.86684",2022-10-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2018-11-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.529655","-70.94696",2019-02-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2015-07-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633488","-70.86906",2021-05-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.50707","-71.02362",2018-04-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.720417","-70.75801",2022-01-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.841","-70.75299",2016-11-12
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2022-10-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.944298","-71.10162",2020-10-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2018-09-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2017-08-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.62897","-71.00646",2019-04-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.816586","-70.89499",2022-01-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2017-12-24
"Corvus","Corvus corax","Massachusetts","41.622807","-70.91397",2018-07-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2019-11-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2017-12-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65781","-70.81936",2020-04-12
"Corvus","Corvus corax","Massachusetts","41.506134","-71.05545",2020-04-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-08-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.677334","-70.75998",2015-01-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63215","-70.95314",2020-05-06
"Corvus","Corvus ossifragus","Massachusetts","41.748672","-70.808655",2016-04-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2018-01-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2020-12-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63807","-71.00051",2019-03-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-03-20
"Corvus","Corvus ossifragus","Massachusetts","41.712444","-70.76611",2020-12-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.622547","-70.86156",2021-03-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2020-03-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2016-05-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.751","-71.031",2016-05-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2020-11-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2017-12-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-04-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.640892","-70.91313",2022-10-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.94187","-71.108665",2021-03-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2020-03-24
"Corvus","Corvus ossifragus","Massachusetts","41.697586","-70.76133",2022-04-17
"Corvus","Corvus corax","Massachusetts","41.789234","-71.12523",2022-09-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-07-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-10-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.58425","-70.954605",2020-07-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2018-03-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2018-10-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2022-11-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2017-11-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.630135","-70.81073",2017-03-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.772606","-71.12056",2021-12-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.68759","-70.908936",2019-05-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2019-12-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2018-01-20
"Corvus","Corvus ossifragus","Massachusetts","41.910645","-70.72947",2015-05-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633488","-70.86906",2017-04-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.759438","-70.71421",2020-03-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2018-12-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-12-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2021-12-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-12-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-12-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.655087","-70.9888",2018-01-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633118","-70.88542",2016-07-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87792","-70.75881",2017-10-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.790386","-70.71569",2017-07-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.624268","-70.90028",2021-03-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2016-03-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633118","-70.88542",2020-10-11
"Corvus","Corvus corax","Massachusetts","41.642933","-70.84808",2021-04-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2016-04-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.506134","-71.05545",2021-10-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-03-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2018-10-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-03-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.891212","-70.732994",2016-11-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2022-09-18
"Corvus","Corvus ossifragus","Massachusetts","41.929054","-70.817696",2022-05-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.830276","-71.11486",2018-04-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.655216","-71.09055",2014-12-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.7048","-70.76002",2014-11-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.816586","-70.89499",2020-10-27
"Corvus","Corvus ossifragus","Massachusetts","41.94187","-71.108665",2021-01-28
"Corvus","Corvus ossifragus","Massachusetts","41.63473","-70.89272",2020-06-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2017-11-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2017-03-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2022-12-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594486","-70.967",2022-12-10
"Corvus","Corvus corax","Massachusetts","41.68655","-71.09761",2022-09-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.710854","-71.08498",2016-06-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2022-01-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.652325","-70.90905",2022-05-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.676144","-70.84532",2021-12-12
"Corvus","Corvus corax","Massachusetts","41.719055","-71.08826",2019-10-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.503788","-71.11343",2020-09-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.569702","-71.03293",2021-01-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2019-06-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.84547","-71.11074",2021-12-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-03-12
"Corvus","Corvus ossifragus","Massachusetts","41.789234","-71.12523",2022-08-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.865612","-70.774796",2017-10-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2018-05-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87448","-70.76793",2016-01-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.69259","-70.75953",2022-09-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.975315","-70.78445",2021-11-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.517918","-71.09591",2017-01-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.557","-70.95544",2019-10-07
"Corvus","Corvus ossifragus","Massachusetts","41.633488","-70.86906",2020-06-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2020-11-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2015-11-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2017-11-15
"Corvus","Corvus corax","Massachusetts","41.929054","-70.817696",2021-01-01
"Corvus","Corvus corax","Massachusetts","41.791454","-71.07777",2018-05-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.73627","-71.09871",2020-05-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.654312","-70.92686",2018-08-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-02-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.610252","-70.861565",2018-01-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-06-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.707523","-71.036224",2019-12-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2022-04-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.90194","-70.98252",2020-06-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2020-07-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.54805","-71.00866",2021-03-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.626926","-70.994606",2017-03-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-08-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2018-11-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.575478","-70.97729",2021-02-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2021-07-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2019-05-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.67184","-70.911",2022-02-21
"Corvus","Corvus corax","Massachusetts","41.704876","-70.73617",2021-03-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594486","-70.967",2022-06-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2017-02-28
"Corvus","Corvus ossifragus","Massachusetts","41.929054","-70.817696",2016-05-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.793987","-71.030655",2017-10-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2018-11-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2019-06-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.636333","-71.054504",2020-04-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2020-05-13
