STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-11-27,9.62,",,W",0.74,",,W",47,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-11-28,14.09,",,W",0.09,",,W",53,",,W",42,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-11-29,5.37,",,W",0,",,W",53,",,W",35,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-11-30,6.49,",,W",0.23,",,W",57,",,W",40,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-01,6.04,",,W",0,",,W",45,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-02,3.36,",,W",0.05,",,W",54,",,W",25,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-03,11.86,",,W",1.02,",,W",66,",,W",51,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-04,2.68,",,W",0,",,W",55,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-05,5.82,",,W",0.71,",,W",44,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-06,6.26,",,W",0.02,",,W",36,",,W",23,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-07,0.22,",,W",0,",,W",40,",,W",20,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-08,3.58,",,W",0,",,W",42,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-09,6.49,",,W",1.01,",,W",52,",,W",28,",,W",1,",,W",1,",,W",1,",,W",,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-10,,,0,",,W",45,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-11,13.42,",,W",0,"T,,W",30,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-12,6.71,",,W",0,",,W",32,",,W",15,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-13,2.91,",,W",1.04,",,W",50,",,W",14,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-14,2.91,",,W",0.01,",,W",45,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-15,4.47,",,W",0,",,W",50,",,W",35,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-16,11.86,",,W",0,",,W",39,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-17,12.08,",,W",0,"T,,W",27,",,W",12,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-18,6.04,",,W",0,",,W",30,",,W",9,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-19,6.93,",,W",0.18,",,W",34,",,W",13,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-20,12.53,",,W",0.44,",,W",30,",,W",19,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-21,9.62,",,W",0.02,",,W",34,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-22,8.05,",,W",0,",,W",32,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-23,5.82,",,W",0,",,W",27,",,W",0,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-24,4.47,",,W",0,"T,,W",38,",,W",12,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-25,0.45,",,W",0,"T,,W",37,",,W",17,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-26,4.92,",,W",0,",,W",45,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-27,11.18,",,W",0.43,",,W",53,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-28,6.04,",,W",0.1,",,W",44,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-29,14.54,",,W",0,",,W",30,",,W",12,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-30,6.26,",,W",0,",,W",31,",,W",11,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2009-12-31,0.22,",,W",0.16,",,W",31,",,W",19,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-01,1.79,",,W",0.02,",,W",35,",,W",26,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-02,10.07,",,W",0.15,",,W",32,",,W",19,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-04,,,0,",,W",35,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-05,4.7,",,W",0,",,W",32,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-06,7.61,",,W",0,",,W",33,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-07,6.49,",,W",0,",,W",40,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-08,3.8,",,W",0,"T,,W",30,",,W",16,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-09,6.71,",,W",0,",,W",29,",,W",13,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-10,4.47,",,W",0,"T,,W",28,",,W",1,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-11,3.36,",,W",0,",,W",32,",,W",4,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-12,7.61,",,W",0,",,W",34,",,W",16,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-13,5.82,",,W",0,"T,,W",31,",,W",9,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-14,1.57,",,W",0,",,W",37,",,W",9,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-15,4.7,",,W",0,",,W",45,",,W",19,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-16,4.92,",,W",0,",,W",46,",,W",24,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-17,4.03,",,W",0.79,",,W",42,",,W",21,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-18,11.86,",,W",0.69,",,W",38,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-19,1.57,",,W",0.24,",,W",38,",,W",28,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-20,4.92,",,W",0,"T,,W",38,",,W",31,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-21,3.13,",,W",0,",,W",43,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-22,5.37,",,W",0,",,W",41,",,W",17,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-23,3.8,",,W",0,",,W",40,",,W",18,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-24,3.13,",,W",0,",,W",44,",,W",16,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-25,13.65,",,W",1.32,",,W",58,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-26,6.49,",,W",0.05,",,W",48,",,W",30,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-27,4.47,",,W",0,",,W",44,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-28,7.38,",,W",0.06,",,W",36,",,W",19,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-29,15.21,",,W",0,",,W",21,",,W",11,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-30,6.49,",,W",0,",,W",23,",,W",6,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-01-31,6.26,",,W",0,",,W",30,",,W",14,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-01,6.71,",,W",0,",,W",35,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-02,1.12,",,W",0,",,W",31,",,W",12,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-03,2.24,",,W",0.02,",,W",37,",,W",23,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-04,6.49,",,W",0,",,W",34,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-05,4.25,",,W",0,",,W",38,",,W",11,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-06,9.84,",,W",0,"T,,W",28,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-07,9.62,",,W",0,",,W",34,",,W",13,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-08,9.84,",,W",0,",,W",35,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-09,5.59,",,W",0,",,W",41,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-10,7.38,",,W",0.7,",,W",34,",,W",25,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-11,7.61,",,W",0,"T,,W",40,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-12,6.93,",,W",0,",,W",39,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-13,5.59,",,W",0,",,W",35,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-14,10.74,",,W",0,",,W",40,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-15,8.05,",,W",0,",,W",41,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-16,6.04,",,W",0.19,",,W",34,",,W",27,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-17,7.38,",,W",0.01,",,W",37,",,W",26,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-18,9.4,",,W",0,",,W",47,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-19,10.51,",,W",0,"T,,W",43,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-20,7.16,",,W",0,",,W",50,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-21,8.05,",,W",0,",,W",42,",,W",28,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-22,4.92,",,W",0,",,W",47,",,W",24,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-23,6.49,",,W",0.31,",,W",40,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-24,8.5,",,W",1.65,",,W",46,",,W",35,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-25,5.82,",,W",1.31,",,W",49,",,W",37,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-26,9.84,",,W",0,"T,,W",39,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-27,4.03,",,W",0.02,",,W",39,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-02-28,5.14,",,W",0,"T,,W",38,",,W",31,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-01,12.53,",,W",0.39,",,W",49,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-02,2.91,",,W",0,",,W",48,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-03,9.4,",,W",0.19,",,W",36,",,W",31,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-04,10.51,",,W",0.13,",,W",36,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-05,6.93,",,W",0.03,",,W",40,",,W",23,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-06,5.82,",,W",0,",,W",57,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-07,5.14,",,W",0,",,W",59,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-08,6.04,",,W",0,",,W",61,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-09,4.47,",,W",0,",,W",53,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-10,2.24,",,W",0,",,W",57,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-11,2.46,",,W",0.04,",,W",51,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-12,5.59,",,W",0,"T,,W",49,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-13,10.74,",,W",1.73,",,W",43,",,W",38,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-14,11.86,",,W",2.42,",,W",49,",,W",43,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-15,11.86,",,W",0.99,",,W",43,",,W",38,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-16,8.28,",,W",0,",,W",52,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-17,3.8,",,W",0,",,W",65,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-18,4.92,",,W",0,",,W",67,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-19,3.58,",,W",0,",,W",68,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-20,4.03,",,W",0,",,W",73,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-21,4.47,",,W",0,",,W",56,",,W",40,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-22,2.68,",,W",0.09,",,W",49,",,W",40,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-23,6.49,",,W",2.31,",,W",47,",,W",42,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-24,11.86,",,W",0.03,",,W",55,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-25,8.28,",,W",0,",,W",61,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-26,8.05,",,W",0.33,",,W",52,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-27,5.82,",,W",0,",,W",39,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-28,6.71,",,W",0,",,W",47,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-29,10.51,",,W",2.27,",,W",54,",,W",47,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-30,6.26,",,W",4.21,",,W",55,",,W",44,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-03-31,4.47,",,W",0.01,",,W",50,",,W",37,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-01,5.59,",,W",0,",,W",63,",,W",37,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-02,2.46,",,W",0,",,W",71,",,W",35,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-03,5.82,",,W",0,",,W",70,",,W",37,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-04,5.59,",,W",0,",,W",79,",,W",45,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-05,6.04,",,W",0,",,W",70,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-06,2.68,",,W",0,"T,,W",72,",,W",41,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-07,6.49,",,W",0,",,W",88,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-08,4.7,",,W",0,",,W",68,",,W",48,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-09,8.05,",,W",0.58,",,W",59,",,W",40,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-10,10.51,",,W",0,",,W",58,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-11,6.93,",,W",0,",,W",72,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-12,3.36,",,W",0,",,W",64,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-13,2.46,",,W",0,",,W",58,",,W",30,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-14,5.59,",,W",0,",,W",65,",,W",31,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-15,5.14,",,W",0,",,W",64,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-16,4.47,",,W",0.35,",,W",47,",,W",38,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-17,3.36,",,W",0.14,",,W",44,",,W",38,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-18,3.58,",,W",0.08,",,W",52,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-19,6.93,",,W",0,",,W",60,",,W",36,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-20,2.91,",,W",0,"T,,W",69,",,W",35,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-21,6.26,",,W",0,",,W",71,",,W",33,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-22,5.59,",,W",0.12,",,W",69,",,W",43,",,W",1,",,W",,,1,",,W",,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-23,5.14,",,W",0,",,W",64,",,W",36,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-24,5.82,",,W",0,",,W",67,",,W",32,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-25,5.59,",,W",0.03,",,W",57,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-26,4.7,",,W",0.08,",,W",58,",,W",47,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-27,4.7,",,W",0.11,",,W",51,",,W",35,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-28,8.95,",,W",0.04,",,W",49,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-29,9.62,",,W",0,",,W",64,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-04-30,7.16,",,W",0,",,W",77,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-01,3.8,",,W",0,",,W",81,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-02,5.37,",,W",0,",,W",84,",,W",53,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-03,7.61,",,W",0.25,",,W",79,",,W",63,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-04,5.82,",,W",0.11,",,W",81,",,W",49,",,W",,,,,1,",,W",,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-05,8.05,",,W",0,",,W",79,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-06,9.84,",,W",0,"T,,W",76,",,W",56,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-07,7.16,",,W",0,",,W",74,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-08,5.82,",,W",1.06,",,W",66,",,W",49,",,W",1,",,W",,,1,",,W",,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-09,13.87,",,W",0,",,W",55,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-10,6.49,",,W",0,",,W",59,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-11,4.03,",,W",0,",,W",59,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-12,1.79,",,W",0,"T,,W",52,",,W",34,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-13,4.47,",,W",0,",,W",68,",,W",31,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-14,4.92,",,W",0.02,",,W",69,",,W",49,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-15,6.93,",,W",0,"T,,W",73,",,W",52,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-16,4.7,",,W",0,",,W",74,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-17,2.68,",,W",0,",,W",75,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-18,4.7,",,W",0.81,",,W",60,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-19,5.82,",,W",0.16,",,W",57,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-20,4.92,",,W",0,",,W",78,",,W",51,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-21,4.03,",,W",0,",,W",74,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-22,4.47,",,W",0,",,W",74,",,W",47,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-23,3.58,",,W",0,",,W",77,",,W",49,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-24,2.91,",,W",0.01,",,W",79,",,W",56,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-25,4.92,",,W",0,",,W",87,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2010-05-26,4.92,",,W",0,"T,,W",96,",,W",59,",,W",1,",,W",,,1,",,W",,
