STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/30/08,4.92,",,W",0,",,W",48,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/31/08,5.14,",,W",0,",,W",61,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/1/08,3.58,",,W",0,",,W",64,",,W",30,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/2/08,4.47,",,W",0,",,W",47,",,W",24,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/3/08,1.12,",,W",0,",,W",55,",,W",22,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/4/08,2.46,",,W",0,",,W",65,",,W",34,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/5/08,2.91,",,W",0.01,",,W",69,",,W",44,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/6/08,6.71,",,W",0.96,",,W",59,",,W",54,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/7/08,2.68,",,W",0.01,",,W",61,",,W",54,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/8/08,4.03,",,W",0.27,",,W",64,",,W",55,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/9/08,5.82,",,W",0.07,",,W",59,",,W",43,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/11/08,4.92,",,W",0,",,W",52,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/12/08,0.89,",,W",0,",,W",49,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/13/08,3.13,",,W",0.04,",,W",54,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/14/08,3.58,",,W",0.21,",,W",63,",,W",54,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/15/08,10.29,",,W",0.62,",,W",70,",,W",59,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/16/08,12.08,",,W",0.16,",,W",68,",,W",40,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/17/08,4.03,",,W",0,",,W",49,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/18/08,7.61,",,W",0,",,W",43,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/19/08,8.95,",,W",0,",,W",39,",,W",28,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/20/08,5.14,",,W",0,",,W",35,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/21/08,5.82,",,W",0,",,W",35,",,W",14,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/22/08,10.51,",,W",0,",,W",30,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/23/08,7.83,",,W",0,",,W",34,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/25/08,9.17,",,W",2.13,",,W",53,",,W",36,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/26/08,3.36,",,W",0,",,W",46,",,W",27,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/27/08,2.46,",,W",0,",,W",45,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/28/08,2.91,",,W",0.15,",,W",49,",,W",25,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/29/08,2.24,",,W",0,",,W",45,",,W",22,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/30/08,2.24,",,W",0.93,",,W",45,",,W",20,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/1/08,8.5,",,W",0.08,",,W",58,",,W",44,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/2/08,5.82,",,W",0,",,W",49,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/3/08,2.91,",,W",0,",,W",44,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/4/08,8.05,",,W",0.01,",,W",53,",,W",36,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/6/08,0.89,",,W",0,",,W",39,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/7/08,6.71,",,W",0.15,",,W",33,",,W",23,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/8/08,6.71,",,W",0,",,W",23,",,W",7,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/9/08,5.59,",,W",0.01,",,W",57,",,W",7,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/10/08,14.32,",,W",0.3,",,W",62,",,W",42,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/11/08,6.93,",,W",1.86,",,W",42,",,W",38,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/12/08,11.86,",,W",1.6,",,W",64,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/13/08,6.93,",,W",0,",,W",32,",,W",18,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/14/08,5.82,",,W",0,",,W",49,",,W",16,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/16/08,5.59,",,W",0.25,",,W",56,",,W",29,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/17/08,2.24,",,W",0.26,",,W",41,",,W",29,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/18/08,2.91,",,W",0,",,W",40,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/19/08,5.14,",,W",0.73,",,W",32,",,W",20,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/20/08,7.16,",,W",0.13,",,W",29,",,W",17,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/21/08,7.83,",,W",0.44,",,W",34,",,W",22,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/22/08,12.97,",,W",0,",,W",26,",,W",15,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/23/08,3.8,",,W",0,",,W",27,",,W",11,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/24/08,8.5,",,W",0.17,",,W",54,",,W",20,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/25/08,10.51,",,W",0.13,",,W",54,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/26/08,1.34,",,W",0,",,W",38,",,W",18,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/27/08,6.04,",,W",0.22,",,W",49,",,W",36,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/28/08,10.74,",,W",0,",,W",56,",,W",46,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/29/08,7.83,",,W",0,",,W",46,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/30/08,9.84,",,W",0.02,",,W",40,",,W",27,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/31/08,8.95,",,W",0.38,",,W",29,",,W",9,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/1/09,11.63,",,W",0.01,",,W",20,",,W",5,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/2/09,3.58,",,W",0,",,W",37,",,W",6,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/3/09,10.51,",,W",0.01,",,W",34,",,W",24,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/4/09,5.14,",,W",0,",,W",38,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/5/09,4.92,",,W",0.04,",,W",39,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/7/09,4.92,",,W",1.39,",,W",38,",,W",29,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/8/09,13.42,",,W",0.01,",,W",41,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/9/09,10.74,",,W",0,",,W",29,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/10/09,4.25,",,W",0.08,",,W",29,",,W",14,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/11/09,4.92,",,W",0.38,",,W",34,",,W",23,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/12/09,4.7,",,W",0.01,",,W",30,",,W",8,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/13/09,1.79,",,W",0.16,",,W",36,",,W",8,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/14/09,9.4,",,W",0.01,",,W",35,",,W",15,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/15/09,4.92,",,W",0,",,W",17,",,W",1,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/18/09,1.57,",,W",0.54,",,W",33,",,W",15,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/19/09,2.01,",,W",0.2,",,W",33,",,W",23,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/22/09,6.71,",,W",0,",,W",32,",,W",16,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/23/09,3.58,",,W",0,",,W",41,",,W",10,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/24/09,10.51,",,W",0,",,W",40,",,W",13,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/26/09,0.67,",,W",0,",,W",27,",,W",-1,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/27/09,2.24,",,W",0,",,W",29,",,W",7,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/28/09,4.03,",,W",1.11,",,W",40,",,W",18,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/29/09,7.38,",,W",0,",,W",38,",,W",15,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/30/09,2.91,",,W",0,",,W",36,",,W",7,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",1/31/09,8.5,",,W",0,",,W",27,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/1/09,5.59,",,W",0,",,W",44,",,W",15,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/2/09,1.12,",,W",0,",,W",54,",,W",23,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/3/09,9.62,",,W",0.09,",,W",37,",,W",24,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/4/09,5.82,",,W",0.01,",,W",27,",,W",13,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/5/09,8.5,",,W",0,",,W",20,",,W",1,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/6/09,3.36,",,W",0,",,W",28,",,W",-5,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/7/09,7.61,",,W",0,",,W",44,",,W",2,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/8/09,10.07,",,W",0,",,W",54,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/9/09,4.03,",,W",0,",,W",40,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/10/09,2.24,",,W",0,",,W",38,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/11/09,3.58,",,W",0,",,W",60,",,W",31,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/12/09,13.65,",,W",0.19,",,W",55,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/14/09,9.4,",,W",0,",,W",42,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/15/09,5.14,",,W",0,",,W",42,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/16/09,2.91,",,W",0,",,W",38,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/17/09,4.25,",,W",0,",,W",39,",,W",18,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/18/09,7.16,",,W",0.12,",,W",41,",,W",15,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/19/09,6.04,",,W",0.28,",,W",50,",,W",28,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/20/09,12.3,",,W",0,",,W",30,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/21/09,8.28,",,W",0,",,W",40,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/22/09,6.04,",,W",0.54,",,W",43,",,W",21,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/23/09,15.66,",,W",0,",,W",35,",,W",23,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/24/09,8.95,",,W",0,",,W",37,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/25/09,1.57,",,W",0,",,W",40,",,W",16,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/26/09,5.82,",,W",0,",,W",47,",,W",20,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/27/09,10.96,",,W",0.26,",,W",61,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2/28/09,8.5,",,W",0.17,",,W",51,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/1/09,9.84,",,W",0.17,",,W",32,",,W",25,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/2/09,12.3,",,W",0.73,",,W",28,",,W",19,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/7/09,6.26,",,W",0,",,W",64,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/9/09,7.16,",,W",0.83,",,W",44,",,W",32,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/10/09,3.13,",,W",0.01,",,W",48,",,W",26,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/11/09,10.07,",,W",0.1,",,W",51,",,W",36,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/12/09,9.4,",,W",0,",,W",43,",,W",28,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/13/09,4.25,",,W",0,",,W",37,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/14/09,4.03,",,W",0,",,W",48,",,W",18,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/15/09,2.24,",,W",0,",,W",58,",,W",27,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/16/09,4.25,",,W",0,",,W",43,",,W",25,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/17/09,2.68,",,W",0,",,W",53,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/18/09,9.84,",,W",0,",,W",54,",,W",26,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/19/09,3.58,",,W",0.14,",,W",49,",,W",32,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/20/09,5.14,",,W",0.01,",,W",41,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/21/09,3.58,",,W",0,",,W",46,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/22/09,7.83,",,W",0,",,W",51,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/23/09,10.74,",,W",0,",,W",35,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/24/09,10.29,",,W",0,",,W",45,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/25/09,5.37,",,W",0,",,W",51,",,W",24,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/26/09,4.47,",,W",0.14,",,W",53,",,W",22,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/27/09,4.92,",,W",0.06,",,W",61,",,W",40,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/28/09,5.14,",,W",0,",,W",59,",,W",39,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/29/09,4.7,",,W",0.65,",,W",48,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/30/09,8.5,",,W",0.16,",,W",47,",,W",39,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",3/31/09,5.59,",,W",0,",,W",54,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/1/09,4.7,",,W",0.06,",,W",45,",,W",25,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/2/09,2.24,",,W",0.15,",,W",54,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/3/09,7.38,",,W",0.75,",,W",61,",,W",46,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/5/09,10.07,",,W",0,",,W",59,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/6/09,5.82,",,W",1.42,",,W",57,",,W",30,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/7/09,6.93,",,W",0.01,",,W",53,",,W",34,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/9/09,6.71,",,W",0,",,W",59,",,W",28,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/10/09,4.7,",,W",0.15,",,W",64,",,W",28,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/11/09,8.72,",,W",0.72,",,W",46,",,W",36,",,W",1,",,W",,,1,",,W",,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/12/09,11.41,",,W",0,",,W",46,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/13/09,8.05,",,W",0,",,W",54,",,W",31,",,W",,,,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/14/09,2.46,",,W",0,",,W",60,",,W",35,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/15/09,6.71,",,W",0,",,W",55,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/16/09,4.92,",,W",0,",,W",53,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/17/09,5.82,",,W",0,",,W",67,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/18/09,5.14,",,W",0.01,",,W",69,",,W",42,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/19/09,6.49,",,W",0.02,",,W",55,",,W",33,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/20/09,8.05,",,W",0.2,",,W",53,",,W",30,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/21/09,9.17,",,W",1.91,",,W",60,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/22/09,6.49,",,W",0.3,",,W",62,",,W",46,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/23/09,11.41,",,W",0.03,",,W",58,",,W",44,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/24/09,6.26,",,W",0,",,W",70,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/25/09,7.38,",,W",0,",,W",81,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/26/09,4.7,",,W",0,",,W",89,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/27/09,3.58,",,W",0,",,W",79,",,W",49,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/28/09,9.4,",,W",0.01,",,W",86,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/29/09,5.82,",,W",0.02,",,W",62,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",4/30/09,6.04,",,W",0,",,W",67,",,W",33,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/1/09,10.29,",,W",0.01,",,W",62,",,W",54,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/2/09,4.7,",,W",0.04,",,W",67,",,W",46,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/3/09,2.68,",,W",0.07,",,W",64,",,W",41,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/4/09,2.24,",,W",0.01,",,W",62,",,W",48,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/5/09,6.71,",,W",0.88,",,W",52,",,W",46,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/6/09,4.25,",,W",0.43,",,W",64,",,W",45,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/7/09,6.93,",,W",0.53,",,W",67,",,W",50,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/8/09,5.14,",,W",0.01,",,W",74,",,W",49,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/9/09,5.37,",,W",0.07,",,W",69,",,W",55,",,W",1,",,W",,,,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/10/09,13.42,",,W",0,",,W",68,",,W",50,",,W",1,",,W",,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/11/09,6.04,",,W",0,",,W",64,",,W",42,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/13/09,4.03,",,W",0,",,W",68,",,W",35,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/14/09,7.83,",,W",0.11,",,W",63,",,W",39,",,W",1,",,W",1,",,W",,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/15/09,5.14,",,W",0.05,",,W",74,",,W",53,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/16/09,7.16,",,W",0.04,",,W",76,",,W",52,",,W",1,",,W",1,",,W",,,1,",,W"
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/17/09,6.93,",,W",0.2,",,W",64,",,W",51,",,W",1,",,W",,,1,",,W",,
