week_num,trap type,Average_MEL
2022-22,500cc CO2 - CDC Miniature Light Trap,18.142857142857142
2022-23,500cc CO2 - CDC Miniature Light Trap,111.44444444444443
2022-24,500cc CO2 - CDC Miniature Light Trap,86.83333333333334
2022-25,500cc CO2 - CDC Miniature Light Trap,44.076923076923066
2022-26,500cc CO2 - CDC Miniature Light Trap,116.75
2022-27,500cc CO2 - CDC Miniature Light Trap,15.75
2022-28,500cc CO2 - CDC Miniature Light Trap,30.333333333333336
2022-29,500cc CO2 - CDC Miniature Light Trap,8.583333333333332
2022-30,500cc CO2 - CDC Miniature Light Trap,11.833333333333332
2022-31,500cc CO2 - CDC Miniature Light Trap,26.166666666666664
2022-32,500cc CO2 - CDC Miniature Light Trap,15.416666666666664
2022-33,500cc CO2 - CDC Miniature Light Trap,8.416666666666668
2022-34,500cc CO2 - CDC Miniature Light Trap,12.25
2022-35,500cc CO2 - CDC Miniature Light Trap,8.25
2022-36,500cc CO2 - CDC Miniature Light Trap,16.166666666666664
2022-37,500cc CO2 - CDC Miniature Light Trap,10.666666666666668
2022-38,500cc CO2 - CDC Miniature Light Trap,10.2
2022-39,500cc CO2 - CDC Miniature Light Trap,8.818181818181818
2022-40,500cc CO2 - CDC Miniature Light Trap,6.357142857142857
2022-41,500cc CO2 - CDC Miniature Light Trap,0.5
2022-42,500cc CO2 - CDC Miniature Light Trap,3.5
2022-43,500cc CO2 - CDC Miniature Light Trap,1
2022-44,500cc CO2 - CDC Miniature Light Trap,0.33333333333333337
2022-45,500cc CO2 - CDC Miniature Light Trap,0.2222222222222222
2023-17,500cc CO2 - CDC Miniature Light Trap,0
2023-19,500cc CO2 - CDC Miniature Light Trap,4
2023-20,500cc CO2 - CDC Miniature Light Trap,3.4285714285714284
2023-21,500cc CO2 - CDC Miniature Light Trap,2.9
2023-22,500cc CO2 - CDC Miniature Light Trap,3.25
2023-23,500cc CO2 - CDC Miniature Light Trap,23
2023-24,500cc CO2 - CDC Miniature Light Trap,42.84615384615385
2023-25,500cc CO2 - CDC Miniature Light Trap,40.84615384615385
2023-26,500cc CO2 - CDC Miniature Light Trap,64.92307692307693
2023-27,500cc CO2 - CDC Miniature Light Trap,24.083333333333336
2023-28,500cc CO2 - CDC Miniature Light Trap,49.6923076923077
2023-29,500cc CO2 - CDC Miniature Light Trap,93.92307692307693
2023-30,500cc CO2 - CDC Miniature Light Trap,140.30769230769226
2023-31,500cc CO2 - CDC Miniature Light Trap,94.61538461538461
2023-32,500cc CO2 - CDC Miniature Light Trap,85
2023-33,500cc CO2 - CDC Miniature Light Trap,149.30769230769232
2023-34,500cc CO2 - CDC Miniature Light Trap,29.692307692307693
2023-35,500cc CO2 - CDC Miniature Light Trap,75.88235294117646
2023-36,500cc CO2 - CDC Miniature Light Trap,33.666666666666664
2023-37,500cc CO2 - CDC Miniature Light Trap,79.42857142857143
2023-38,500cc CO2 - CDC Miniature Light Trap,58.25
2023-39,500cc CO2 - CDC Miniature Light Trap,16.692307692307693
2023-40,500cc CO2 - CDC Miniature Light Trap,5.666666666666667
2023-41,500cc CO2 - CDC Miniature Light Trap,14.333333333333332
2023-42,500cc CO2 - CDC Miniature Light Trap,5.142857142857143
2023-43,500cc CO2 - CDC Miniature Light Trap,4.857142857142858
2023-44,500cc CO2 - CDC Miniature Light Trap,0
